Project,DIN_Ebene1,DIN_Ebene1_Beschreibung,DIN_Ebene2,DIN_Ebene2_Beschreibung,DIN_Ebene3,DIN_E3_Beschreibung,prav. Personalkosten,prav. Materialkosten,korr. Personalkosten,korr. Materialkosten,Gesamtkosten
Dt8.16,N,"N -- Türen, Einstiege",NC,NC -- Innentüren,NC05,NC05 -- Innentür FST - FGR / Maschinenraum,5668.220334,4539.074937,3888.763719,2893.512995,16989.57198
Dt8.16,N,"N -- Türen, Einstiege",ND,"ND -- Einstiege, Aufstiege (nicht innen)",ND01,ND01 -- Schiebetritt,5980.254966,4268.388399,3641.162815,3877.74108,17767.54726
Dt8.16,N,"N -- Türen, Einstiege",ND,"ND -- Einstiege, Aufstiege (nicht innen)",ND02,ND02 -- Spaltüberbrückung,5663.932446,4246.299299,3374.530436,3171.279373,16456.04155
Dt8.16,N,"N -- Türen, Einstiege",ND,"ND -- Einstiege, Aufstiege (nicht innen)",ND03,"ND03 -- Trittleiste, Einstieg",4377.093366,5426.664353,3277.619315,3045.05309,16126.43013
Dt8.16,N,"N -- Türen, Einstiege",NE,NE -- Behinderteneinstiege,NE01,NE01 -- Faltrampe,5385.286725,3664.13911,3112.837077,3194.833415,15357.09633
Dt8.16,N,"N -- Türen, Einstiege",NE,NE -- Behinderteneinstiege,NE02,NE02 -- Hublift,5034.466029,4202.669496,3144.814517,3676.816221,16058.76626
Dt8.16,P,P -- Informationseinrichtungen,PA,PA -- Informationseinrichtungen,PA00,PA00 -- Informationseinrichtungen (SW),4298.481974,5763.126097,3394.125468,3667.70482,17123.43836
Dt8.16,P,P -- Informationseinrichtungen,PA,PA -- Informationseinrichtungen,PA01,"PA01 -- Antennen Funk (GSM, GPS)",4764.067597,4848.644222,3069.51311,3516.754696,16198.97962
Dt8.16,P,P -- Informationseinrichtungen,PA,PA -- Informationseinrichtungen,PA02,"PA02 -- FIS ELA Komponenten, außer GSM, Video, Sitzplatzreservierung, Anzeigen",3732.408628,5000.682206,4202.360773,2894.410442,15829.86205
Dt8.16,P,P -- Informationseinrichtungen,PA,PA -- Informationseinrichtungen,PA03,PA03 -- GSM Funkmodem,5507.945341,3789.505269,2749.107594,3907.961428,15954.51963
Dt8.16,P,P -- Informationseinrichtungen,PB,PB -- optische Informationseinrichtungen,PB01,PB01 -- FIS / ELA Anzeigen ,4008.024843,4726.064938,2801.272799,3503.722696,15039.08528
Dt8.16,P,P -- Informationseinrichtungen,PB,PB -- optische Informationseinrichtungen,PB02,PB02 -- Sitzplatzreservierung,4581.440544,4757.634859,4043.755781,2745.797793,16128.62898
Dt8.16,P,P -- Informationseinrichtungen,PB,PB -- optische Informationseinrichtungen,PB03,PB03 -- Außenanzeigen FIS,4609.706515,5093.99075,2946.109447,3997.53393,16647.34064
Dt8.16,P,P -- Informationseinrichtungen,PB,PB -- optische Informationseinrichtungen,PB04,PB04 -- Innenanzeigen FIS ,4153.168034,4907.529029,4140.561393,2800.142746,16001.4012
Dt8.16,P,P -- Informationseinrichtungen,PB,PB -- optische Informationseinrichtungen,PB05,PB05 -- FIS ELA STAMA ,4427.769535,5241.53148,3648.871331,3556.521491,16874.69384
Dt8.16,P,P -- Informationseinrichtungen,PB,PB -- optische Informationseinrichtungen,PB06,PB06 -- FIS Bordrechner,5538.186305,4587.491272,3530.13951,3745.062437,17400.87952
Dt8.16,P,P -- Informationseinrichtungen,PC,PC -- optische Informationselemente,PC01,PC01 -- Piktogramme (innen & außen),5510.053917,3889.804523,2977.90035,3574.621471,15952.38026
Dt8.16,P,P -- Informationseinrichtungen,PD,PD -- Unterhaltung,PD01,PD01 -- Fahrzeugrouter,5323.548205,3800.570196,3252.232385,3975.837214,16352.188
Dt8.16,P,P -- Informationseinrichtungen,PD,PD -- Unterhaltung,PD02,PD02 -- TFT-Bildschirme,5137.00808,3907.316089,3664.23911,3365.253429,16073.81671
Dt8.16,P,P -- Informationseinrichtungen,PD,PD -- Unterhaltung,PD03,PD03 -- Passenger WLAN,4759.080089,4046.032137,3804.683352,3135.993021,15745.7886
Dt8.16,P,P -- Informationseinrichtungen,PE,PE -- Werbung,PE01,PE01 -- Werbung,4457.298721,4245.918584,2873.926422,4009.62713,15586.77086
Dt8.16,P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF01,PF01 -- akustische Informationseinrichtungen (Horn),4488.836063,4255.572998,3976.204536,3377.947131,16098.56073
Dt8.16,P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF02,PF02 -- akustische Informationseinrichtungen (ELA),5258.125631,4622.055579,3685.428036,3358.819228,16924.42847
Dt8.16,P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF03,PF03 -- ELA AIU Sprechstellen (Audio Intercommunication Unit),4928.113976,4584.598693,3988.850586,3139.901663,16641.46492
Dt8.16,P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF04,PF04 -- ELA Mikrofone,5302.352727,5117.669766,3081.837724,3196.929926,16698.79014
Dt8.16,P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF05,PF05 -- ELA Fahrerstandslautsprecher,4339.3879,5256.045567,3394.314857,3542.519419,16532.26774
Dt8.16,P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF06,PF06 -- ELA Lautsprecher (innen),4883.068994,3976.197193,2999.218787,4353.088907,16211.57388
Dt8.16,P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF07,PF07 -- ELA Lautsprecher (außen),3884.846505,5288.419334,3149.674036,3051.704538,15374.64441
Dt8.16,P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF08,PF08 -- ELA ACU (Audio Car Unit),5585.648763,4525.510684,3604.427219,3697.945959,17413.53262
Dt8.16,P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF09,PF09 -- ELA ADU (Audio Driver Unit),5074.890423,5274.123289,3173.424848,4214.56886,17737.00742
Dt8.16,P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF10,PF10 -- HMI FIS,4221.638847,4411.323132,4262.531153,3186.291515,16081.78465
Dt8.16,Q,Q -- Pneumatik / Hydraulik,QA,QA -- Pneumatik / Hydraulik,QA01,QA01 -- Pneumatik / Hydraulik,3797.004456,5014.257926,2673.694559,3805.137038,15290.09398
Dt8.16,Q,Q -- Pneumatik / Hydraulik,QA,QA -- Pneumatik / Hydraulik,QA02,QA02 -- Luftkompressor inkl. Trockner / Drucklufterzeugung ,4057.796528,4523.802916,3027.835987,3857.929231,15467.36466
Dt8.16,Q,Q -- Pneumatik / Hydraulik,QB,QB -- Erzeugung,QB01,QB01 -- Erzeugung,3836.649742,5352.556058,3383.758676,3443.849837,16016.81431
Dt8.16,Q,Q -- Pneumatik / Hydraulik,QB,QB -- Erzeugung,QB02,QB02 -- Pneumatik - Druckluftversorgung Montagerahmen,4563.27501,5844.56188,2806.215662,4000.782901,17214.83545
Dt8.16,Q,Q -- Pneumatik / Hydraulik,QC,QC -- Aufbereitung,QC01,QD01 -- Luftbehälter / Luftbevorratung,5021.119705,4737.324116,3392.299776,2969.969723,16120.71332
Dt8.16,Q,Q -- Pneumatik / Hydraulik,QD,QD -- Bevorratung,QD01,QD01 -- Bevorratung,4593.952543,5039.152759,2929.734233,3705.947648,16268.78718
Dt8.16,Q,Q -- Pneumatik / Hydraulik,QE,QE -- Verteilung,QE01,QE01 -- Verteilung,4825.270038,4523.539512,4208.717792,2837.605978,16395.13332
Dt8.16,Q,Q -- Pneumatik / Hydraulik,QE,QE -- Verteilung,QE02,QE02 -- Druckluftrohre,4501.318446,4899.498263,3760.623957,2661.592611,15823.03328
Dt8.16,R,R -- Bremse,RA,RA -- Bremse,RA01,RA01 -- Bremssystem/Bremskomponenten (montagerelevant),5465.653673,4804.298858,3997.925161,3157.119068,17424.99676
Dt8.16,R,R -- Bremse,RA,RA -- Bremse,RA02,RA02 -- Luftversorgungsanlage,5347.298416,3588.649567,4095.320756,3206.308103,16237.57684
Dt8.16,R,R -- Bremse,RA,RA -- Bremse,RA03,RA03 -- EPC Kompakt,4678.183071,4148.248792,2830.755888,4164.922689,15822.11044
Dt8.16,R,R -- Bremse,RA,RA -- Bremse,RA04,RA04 -- MG-Bremse,5181.110401,4074.980976,3619.328714,2648.072989,15523.49308
Dt8.16,R,R -- Bremse,RA,RA -- Bremse,RA05,RA05 -- Bremskomponenten (vormontagerelevant),5380.483554,3596.335334,3077.781033,3567.686536,15622.28646
Dt8.16,R,R -- Bremse,RB,RB -- Bremselemente,RB01,RB01 -- Bremselemente,4295.061037,4589.966832,3260.579169,3674.382896,15819.98993
Dt8.16,R,R -- Bremse,RC,RC -- mechanische Bremskraftübertragung,RC01,RC01 -- mechanische Bremskraftübertragung,5028.309998,3695.354185,3021.458742,4509.458758,16254.58168
Dt8.16,S,S -- Fahrzeugverbindungseinrichtungen,SA,SA -- Fahrzeugverbindungseinrichtungen,SA01,SA01 -- Fahrzeugverbindungseinrichtungen,4890.254636,5081.036077,3694.46353,2584.093846,16249.84809
Dt8.16,S,S -- Fahrzeugverbindungseinrichtungen,SB,SB -- automatische Kupplungseinrichtungen,SB01,SB01 -- Frontkupplung (Mittelpufferkupplung),5212.065069,4000.753112,3487.905825,2924.95555,15625.67956
Dt8.16,S,S -- Fahrzeugverbindungseinrichtungen,SB,SB -- automatische Kupplungseinrichtungen,SB02,SB02 -- Kurzkupplung / Zwischenkupplung (Übergangskupplung),5548.365146,3787.256472,2770.57925,4079.98855,16186.18942
Dt8.16,S,S -- Fahrzeugverbindungseinrichtungen,SC,SC -- Manuelle Kupplungseinrichtungen,SC01,"SC01 -- Kupplungskonsolen, Gelenkaufnahme, -träger",5793.011469,3867.195876,3689.875621,3701.661848,17051.74481
Dt8.16,S,S -- Fahrzeugverbindungseinrichtungen,SC,SC -- Manuelle Kupplungseinrichtungen,SC02,SC02 -- Intercar Dämpfer,5133.514566,4032.02627,3619.358489,3352.300874,16137.2002
Dt8.16,S,S -- Fahrzeugverbindungseinrichtungen,SC,SC -- Manuelle Kupplungseinrichtungen,SC03,SC03 -- Hilfskupplung,5854.265623,4514.057303,3524.34169,3514.208653,17406.87327
Dt8.16,S,S -- Fahrzeugverbindungseinrichtungen,SC,SC -- Manuelle Kupplungseinrichtungen,SC04,SC04 -- Zwischenkupplung/Kurzkupplung,5779.946583,3943.935225,3346.361233,4001.242648,17071.48569
Dt8.16,S,S -- Fahrzeugverbindungseinrichtungen,SD,"SD -- Stoßeinrichtungen, Puffereinrichtungen",SD01,"SD01 -- Stoßeinrichtungen, Puffereinrichtungen",5114.035532,3549.079136,3748.276137,2952.568162,15363.95897
Dt8.16,S,S -- Fahrzeugverbindungseinrichtungen,SE,SE -- Abschleppeinrichtungen (Notkupplungen),SE01,SE01 -- Abschleppeinrichtungen (Notkupplungen),4331.835522,4836.400819,2504.189847,3676.507897,15348.93408
Dt8.16,S,S -- Fahrzeugverbindungseinrichtungen,SF,SF -- Übergänge/ Übergangseinrichtungen,SF01,SF01 -- Faltenbalg / Wellenbalg / Übergang / Übergangseinrichtungen,4268.874939,5038.51605,3011.078769,4221.632089,16540.10185
Dt8.16,S,S -- Fahrzeugverbindungseinrichtungen,SF,SF -- Übergänge/ Übergangseinrichtungen,SF02,SF02 -- Gelenke / Kugeldrehverbindungen ,5536.864591,4558.822404,3490.520088,4024.692165,17610.89925
Dt8.16,S,S -- Fahrzeugverbindungseinrichtungen,SG,"SG -- Schnittstelle Fahrzeug-Fahrzeug für Medien, Signale, Energie",SG01,"SG01 -- Schnittstelle Fahrzeug-Fahrzeug für Medien, Signale, Energie",4431.112084,5645.400361,3252.747088,3119.018539,16448.27807
Dt8.16,T,"T -- Tragsysteme, Umschließungen",TA,"TA -- Tragsysteme, Umschließungen",TA00,TA00 -- E-Konstruktion,5424.14518,3921.406072,3315.318805,3422.640503,16083.51056
Dt8.16,T,"T -- Tragsysteme, Umschließungen",TB,"TB -- Schränke, Behälter, Container",TB01,TB01 -- E-Container,4438.653038,5979.317586,3426.603682,3634.823922,17479.39823
Dt8.16,T,"T -- Tragsysteme, Umschließungen",TB,"TB -- Schränke, Behälter, Container",TB02,TB02 -- E-Schaltschrank / Gerüste,4449.679916,5165.020419,2698.177875,3712.511441,16025.38965
Dt8.16,T,"T -- Tragsysteme, Umschließungen",TB,"TB -- Schränke, Behälter, Container",TB03,TB03 -- Batteriekasten (Batteriecontainer),4385.631361,5277.343002,4012.442649,2965.751976,16641.16899
Dt8.16,T,"T -- Tragsysteme, Umschließungen",TC,"TC -- Gerüste, Tafeln",TC01,TC01 -- Fahrerpult,5042.638348,3519.227035,4350.341995,2978.295759,15890.50314
Dt8.16,T,"T -- Tragsysteme, Umschließungen",TC,"TC -- Gerüste, Tafeln",TC02,TC02 -- Gerüst Fahrerpult (Führertisch),5559.077657,4218.758912,2956.138973,4110.195507,16844.17105
Dt8.16,T,"T -- Tragsysteme, Umschließungen",TC,"TC -- Gerüste, Tafeln",TC03,TC03 -- Fahrerpult Pultplatten,5947.33703,4486.61313,3160.625044,3357.294904,16951.87011
Dt8.16,T,"T -- Tragsysteme, Umschließungen",TC,"TC -- Gerüste, Tafeln",TC04,TC04 -- Geschränk FST (Schränke FST),4335.394381,5761.515693,3974.780969,3482.663641,17554.35468
Dt8.16,T,"T -- Tragsysteme, Umschließungen",TC,"TC -- Gerüste, Tafeln",TC05,TC05 -- Schalttafeln (Elektrotafeln),4580.832278,4506.538991,3717.862022,2546.269561,15351.50285
Dt8.16,T,"T -- Tragsysteme, Umschließungen",TC,"TC -- Gerüste, Tafeln",TC06,TC06 -- Pneumatik-Gerüst,3856.540874,4690.288704,2986.201631,4100.221161,15633.25237
Dt8.16,T,"T -- Tragsysteme, Umschließungen",TD,TD -- Bedien und Anzeigeeinheiten,TD01,TD01 -- Dienstschalter & Zugbegleiterschalter,3877.022707,5546.588924,4185.481733,3222.610307,16831.70367
Dt8.16,T,"T -- Tragsysteme, Umschließungen",TD,TD -- Bedien und Anzeigeeinheiten,TD02,TD02 -- Monitore Leittechnik,4045.705099,5912.958509,2759.039441,3463.384374,16181.08742
Dt8.16,T,"T -- Tragsysteme, Umschließungen",TD,TD -- Bedien und Anzeigeeinheiten,TD03,"TD03 -- Fahr-/Bremsschalter --> wird gelöscht, bitte auf GC02 umcodieren",4466.830729,5105.581915,3141.745035,3983.001761,16697.15944
Dt8.16,T,"T -- Tragsysteme, Umschließungen",TE,TE -- Elektronische Aufbausysteme,TE01,TE01 -- Elektronische Aufbausysteme,4191.518932,5655.919669,2563.432583,3751.647069,16162.51825
Dt8.16,U,U -- elektrische Leitungsverlegung,UA,UA -- Elektrische Leitungsverlegung,UA00,UA00 -- Elektrische Leitungsverlegung,4905.488193,3784.94173,3152.598632,3137.025438,14980.05399
Dt8.16,U,U -- elektrische Leitungsverlegung,UA,UA -- Elektrische Leitungsverlegung,UA01,UA01 -- Kabelbäume,5291.310403,5028.64732,4163.193485,2876.79304,17359.94425
Dt8.16,U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB01,UB01 -- Hochspannungskabel,4174.874298,4502.358211,3705.881966,3090.39397,15473.50844
Dt8.16,U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB02,UB02 -- Hochspannungsstecker Kabelendverschluß,5174.051515,4454.199621,2822.965449,3611.445087,16062.66167
Dt8.16,U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB03,UB03 -- Übergangskabel (außer Hochspannung),3998.159905,4991.139415,2898.61147,4177.023334,16064.93412
Dt8.16,U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB04,UB04 -- Klemmleisten + div. Teile,5578.671912,3881.954153,2937.900035,3899.016655,16297.54275
Dt8.16,U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB05,UB05 -- Motorkabel,4296.177103,5449.008409,4395.103712,3141.041594,17281.33082
Dt8.16,U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB06,UB06 -- Erdungsseile vorkonvektioniert,5042.193665,3942.568025,3506.555483,3319.753153,15811.07033
Dt8.16,U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB07,UB07 -- Kabel (Meterware),4814.912488,4432.380373,3241.771972,4186.265865,16675.3307
Dt8.16,U,U -- elektrische Leitungsverlegung,UC,UC -- Bezeichnungs- und Anschlussmaterial,UC01,UC01 -- Bezeichnungs- und Anschlussmaterial,4273.962657,4935.693964,2887.183569,3774.604881,15871.44507
Dt8.16,U,U -- elektrische Leitungsverlegung,UD,UD -- Verbindungsmaterial,UD01,UD01 -- Verbindungsmaterial,5190.603703,4192.62506,3771.47947,2759.183223,15913.89146
Dt8.16,U,U -- elektrische Leitungsverlegung,UE,UE -- Durchführungen,UE01,UE01 -- Durchführungen,5820.573658,4522.874815,3236.764272,3521.386843,17101.59959
Dt8.16,U,U -- elektrische Leitungsverlegung,UF,"UF -- Leitungskanäle, -rohre, -schläuche",UF01,"UF01 -- Leitungskanäle, -rohre, -schläuche",4641.400347,4342.536388,4097.757481,3096.837065,16178.53128
Dt8.16,U,U -- elektrische Leitungsverlegung,UF,"UF -- Leitungskanäle, -rohre, -schläuche",UF02,"UF02 -- Schütze, Automaten, Sicherungen, el. Bauelemente",4867.215635,4493.412857,3091.386336,4111.613375,16563.6282
Dt8.16,U,U -- elektrische Leitungsverlegung,UF,"UF -- Leitungskanäle, -rohre, -schläuche",UF03,UF03 -- Kabelkanal/Unterflurkanal,2469.316751,2079.318392,2765.99467,2915.303876,10229.93369
S-Bahn Köln,B,B -- Fahrzeugkasten,BA,BA -- Fahrzeugkasten,BA01,BA01 -- Wagenkastenrohbau Stahl,4210.970698,5444.902494,2768.350567,3369.99587,15794.21963
S-Bahn Köln,B,B -- Fahrzeugkasten,BA,BA -- Fahrzeugkasten,BA02,BA02 -- Wagenkastenrohbau Aluminium,5835.269757,3937.572987,3895.817717,3364.967272,17033.62773
S-Bahn Köln,B,B -- Fahrzeugkasten,BB,BB -- Untergestell,BB01,BB01 -- Untergestell,4436.706655,5262.086554,2908.983165,3377.363978,15985.14035
S-Bahn Köln,B,B -- Fahrzeugkasten,BC,BC -- Längswände,BC01,BC01 -- Längswände,4152.637487,5016.134919,3644.074414,2505.868273,15318.71509
S-Bahn Köln,B,B -- Fahrzeugkasten,BD,BD -- Dach,BD01,BD01 -- Dach,3738.492768,4861.251574,2999.452865,3691.115784,15290.31299
S-Bahn Köln,B,B -- Fahrzeugkasten,BE,BE -- Fahrzeugkopf,BE01,BE01 -- Bugmaske / Frontkabine / Fahrzeugkopf,3864.723675,5269.050312,3229.047835,3029.638632,15392.46045
S-Bahn Köln,B,B -- Fahrzeugkasten,BE,BE -- Fahrzeugkopf,BE02,BE02 -- Crashelemente / Crashmodule,4244.209368,5083.658951,3452.273755,3864.58886,16644.73093
S-Bahn Köln,B,B -- Fahrzeugkasten,BF,BF -- Stimwände,BF01,BF01 -- Stimwände,5135.34801,3849.627678,2702.932728,3559.40847,15247.31688
S-Bahn Köln,B,B -- Fahrzeugkasten,BG,"BG -- Anschweißteile, Anbauteile",BG01,"BG01 -- Anschweißteile, Anbauteile",3717.173814,4864.284861,2829.033358,3458.923782,14869.41582
S-Bahn Köln,B,B -- Fahrzeugkasten,BH,BH -- Zwischendecke,BH01,BH01 -- Zwischendecke,5157.966831,3801.136677,3679.162615,3311.759101,15950.02522
S-Bahn Köln,B,B -- Fahrzeugkasten,BJ,BJ -- Zwischenwände,BJ01,BJ01 -- Zwischenwände,4369.367455,4204.762978,3743.602868,2599.399844,14917.13314
S-Bahn Köln,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA01,CA01 -- Schließsystem,5596.395552,4726.918774,3329.118195,2973.720406,16626.15293
S-Bahn Köln,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA02,CA02 -- Rollos,4541.872324,4773.963015,4105.359324,3205.540834,16626.7355
S-Bahn Köln,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA03,CA03 -- Schottkasten & Schottbleche,4134.02265,5033.190707,2966.744458,3804.570941,15938.52876
S-Bahn Köln,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA04,CA04 -- Steckerkiste,5047.978552,4370.826202,3440.483489,3306.789468,16166.07771
S-Bahn Köln,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA05,CA05 -- Nutensteine spezial,4108.151955,5720.156303,2833.953142,3958.235024,16620.49642
S-Bahn Köln,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA06,CA06 -- Schrauben und Normteile,4502.966245,5574.424981,2976.43495,3819.158658,16872.98483
S-Bahn Köln,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA07,CA07 -- C-Schienen,4783.024877,5201.679785,2960.641588,3743.158226,16688.50448
S-Bahn Köln,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA08,"CA08 -- Befestigungskonsole, thermische Distanzhalter (Kunststoff)",5223.590053,3816.832662,4034.502536,2698.975981,15773.90123
S-Bahn Köln,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB01,"CB01 -- Fenster Fahrerstand, Front & gerundete Eckeinheiten",5250.458356,3941.323525,2903.931505,3824.434026,15920.14741
S-Bahn Köln,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB02,CB02 -- Seitenscheiben FGR,3839.406158,5182.505202,3191.746217,2913.856958,15127.51454
S-Bahn Köln,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB03,CB03 -- Seitenscheiben FST,4930.846254,3973.489784,3013.302203,3700.278554,15617.91679
S-Bahn Köln,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB04,CB04 -- GFK-Fensterprofile,4702.187388,5460.692934,3445.449442,2800.975376,16409.30514
S-Bahn Köln,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB05,CB05 -- Kratzschutzfolie Fenster FGR,5081.299894,4171.521035,2786.965294,3758.8944,15798.68062
S-Bahn Köln,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB06,CB06 -- Frontscheibe,4423.820484,5280.627448,3200.970404,3909.260865,16814.6792
S-Bahn Köln,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB07,CB07 -- Fenstergummi,5345.038702,4525.37685,3192.554674,3296.194045,16359.16427
S-Bahn Köln,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC01,CC01 -- Fußbodenplatten FST (inkl. Heizung),5350.294517,4811.482914,3396.572813,3901.306122,17459.65637
S-Bahn Köln,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC02,CC02 -- Fußbodenplatten FGR,5172.27394,4169.457597,3391.874449,2815.440996,15549.04698
S-Bahn Köln,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC03,CC03 -- Fußbodenunterbau,4634.381164,5775.1691,2617.481878,3573.500608,16600.53275
S-Bahn Köln,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC04,CC04 -- Fußbodenbelag,5974.325875,4306.259396,4033.072542,3083.7782,17397.43601
S-Bahn Köln,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC05,CC05 -- Treppe / Doppelstock,3760.580221,4817.117272,3210.823079,3775.797352,15564.31792
S-Bahn Köln,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC06,"CC06 -- Fußboden, Bodenprofil",4564.386774,5222.202647,2777.696143,3882.726615,16447.01218
S-Bahn Köln,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC07,"CC07 -- Fußboden, Gummilager",5069.707998,3883.465976,4029.902847,3023.893151,16006.96997
S-Bahn Köln,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC08,"CC08 -- Fussboden, Gussteil",4441.459791,5791.891044,3659.198168,3555.393083,17447.94209
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD01,CD01 -- Innenverkleidung FST (GFK),5167.633758,3629.138413,3294.225376,2857.172958,14948.1705
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD02,CD02 -- Fahrerstandsverkleidung Blech,4982.790956,4765.655196,3467.767285,2722.084324,15938.29776
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD03,CD03 -- Seitenwandverkleidung FGR,4294.804918,4525.124137,3852.776084,3165.589456,15838.2946
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD04,CD04 -- Seitenwandverkleidung FGR (Fenster- und Heizungsverkleidung),4331.752823,5251.105669,3183.625282,3838.806105,16605.28988
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD05,CD05 -- Seitenwand + Heizungsverkleidungen,5424.043219,4665.033047,4094.579585,2768.937678,16952.59353
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD06,CD06 -- Türsäulen-/ Türvoutenverkleidung GFK,4784.6174,4574.337019,3954.781868,3051.054659,16364.79095
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD07,CD07 -- Türsäulen-/ Türvoutenverkleidung Blech,3641.107775,5246.094744,3942.641914,3393.16929,16223.01372
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD08,CD08 -- Treppenverkleidung,6142.514947,4299.34898,2769.428473,3828.262877,17039.55528
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD09,CD09 -- Loungeverkleidung,3714.354089,5438.187213,3675.995322,2596.624596,15425.16122
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD10,CD10 -- Übergangsverkleidung,5594.501778,4298.775413,3155.617867,3010.077266,16058.97232
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD11,CD11 -- Innendecke FGR (inkl. Luftkanäle / Stoffkanal PKO),5663.641314,4754.638539,3034.824408,3997.993761,17451.09802
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD12,CD12 -- Innendecke FST,4431.100244,5685.259843,3245.824234,4032.975336,17395.15966
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD13,CD13 -- Decke Treppenbereich,4453.940897,5100.758278,2826.018167,3437.798859,15818.5162
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD14,CD14 -- Decke Maschinenraum,4980.028451,4879.192863,3247.942341,3064.113777,16171.27743
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD15,CD15 -- Maschinenraum EMU - Einbaurahmen / Gerippe,4426.395718,4763.471765,3132.159509,3421.207774,15743.23477
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD16,CD16 -- Maschinenraumverkleidung,4427.805456,4734.765039,3874.443831,2626.055566,15663.06989
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD17,CD17 -- Maschinenraum EMU Brandschutz,5489.610836,4487.65623,4115.793343,3100.67522,17193.73563
S-Bahn Köln,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD18,CD18 -- Stirnwandverkleidung / Portalsäulenverkleidung (Übergangsverkleidung),5364.480415,5032.395303,3475.125504,2735.569428,16607.57065
