Project,DIN_Ebene1,DIN_Ebene1_Beschreibung,DIN_Ebene2,DIN_Ebene2_Beschreibung,DIN_Ebene3,DIN_E3_Beschreibung,prav_Personalkosten,prav_Materialkosten,korr_Personalkosten,korr_Materialkosten,Gesamtkosten
JJK Berlin,S,S -- Fahrzeugverbindungseinrichtungen,SF,SF -- Übergänge/ Übergangseinrichtungen,SF01,SF01 -- Faltenbalg / Wellenbalg / Übergang / Übergangseinrichtungen,5696.006769,4554.981656,2867.602306,3131.596251,16250.18698
JJK Berlin,S,S -- Fahrzeugverbindungseinrichtungen,SF,SF -- Übergänge/ Übergangseinrichtungen,SF02,SF02 -- Gelenke / Kugeldrehverbindungen ,5502.013436,4566.248909,2728.560145,2992.202431,15789.02492
JJK Berlin,S,S -- Fahrzeugverbindungseinrichtungen,SG,"SG -- Schnittstelle Fahrzeug-Fahrzeug für Medien, Signale, Energie",SG01,"SG01 -- Schnittstelle Fahrzeug-Fahrzeug für Medien, Signale, Energie",4608.646674,4417.765214,2939.005716,3375.323912,15340.74152
JJK Berlin,T,"T -- Tragsysteme, Umschließungen",TA,"TA -- Tragsysteme, Umschließungen",TA00,TA00 -- E-Konstruktion,4112.752057,5971.831966,3161.267825,2935.41875,16181.2706
JJK Berlin,T,"T -- Tragsysteme, Umschließungen",TB,"TB -- Schränke, Behälter, Container",TB01,TB01 -- E-Container,5135.103146,3773.71172,2867.238258,3653.554301,15429.60742
JJK Berlin,T,"T -- Tragsysteme, Umschließungen",TB,"TB -- Schränke, Behälter, Container",TB02,TB02 -- E-Schaltschrank / Gerüste,4233.739273,4662.499532,3069.093981,2657.520961,14622.85375
JJK Berlin,T,"T -- Tragsysteme, Umschließungen",TB,"TB -- Schränke, Behälter, Container",TB03,TB03 -- Batteriekasten (Batteriecontainer),5095.112657,5255.753416,2779.004436,3460.190471,16590.06098
JJK Berlin,T,"T -- Tragsysteme, Umschließungen",TC,"TC -- Gerüste, Tafeln",TC01,TC01 -- Fahrerpult,4175.472801,5088.982224,3152.175006,2338.634602,14755.26463
JJK Berlin,T,"T -- Tragsysteme, Umschließungen",TC,"TC -- Gerüste, Tafeln",TC02,TC02 -- Gerüst Fahrerpult (Führertisch),4028.234551,5543.261766,3580.507507,2680.566473,15832.5703
JJK Berlin,T,"T -- Tragsysteme, Umschließungen",TC,"TC -- Gerüste, Tafeln",TC03,TC03 -- Fahrerpult Pultplatten,5379.63213,4350.920773,2928.127106,3064.435927,15723.11594
JJK Berlin,T,"T -- Tragsysteme, Umschließungen",TC,"TC -- Gerüste, Tafeln",TC04,TC04 -- Geschränk FST (Schränke FST),4433.677579,5612.164829,2319.8958,3195.68801,15561.42622
JJK Berlin,T,"T -- Tragsysteme, Umschließungen",TC,"TC -- Gerüste, Tafeln",TC05,TC05 -- Schalttafeln (Elektrotafeln),4779.519821,4169.397006,2765.103952,3094.165221,14808.186
JJK Berlin,T,"T -- Tragsysteme, Umschließungen",TC,"TC -- Gerüste, Tafeln",TC06,TC06 -- Pneumatik-Gerüst,6166.489856,4205.943904,2763.760818,3343.989503,16480.18408
JJK Berlin,T,"T -- Tragsysteme, Umschließungen",TD,TD -- Bedien und Anzeigeeinheiten,TD01,TD01 -- Dienstschalter & Zugbegleiterschalter,4223.458957,4515.668876,3500.483032,2746.064539,14985.6754
JJK Berlin,T,"T -- Tragsysteme, Umschließungen",TD,TD -- Bedien und Anzeigeeinheiten,TD02,TD02 -- Monitore Leittechnik,3936.919172,5270.653452,2862.133264,3468.940045,15538.64593
JJK Berlin,T,"T -- Tragsysteme, Umschließungen",TD,TD -- Bedien und Anzeigeeinheiten,TD03,"TD03 -- Fahr-/Bremsschalter --> wird gelöscht, bitte auf GC02 umcodieren",4649.303785,4156.258246,2812.834859,2985.920791,14604.31768
JJK Berlin,T,"T -- Tragsysteme, Umschließungen",TE,TE -- Elektronische Aufbausysteme,TE01,TE01 -- Elektronische Aufbausysteme,5077.850282,4958.654311,3269.517734,2637.16693,15943.18926
JJK Berlin,U,U -- elektrische Leitungsverlegung,UA,UA -- Elektrische Leitungsverlegung,UA00,UA00 -- Elektrische Leitungsverlegung,5575.573496,4184.947502,2702.666862,3298.122401,15761.31026
JJK Berlin,U,U -- elektrische Leitungsverlegung,UA,UA -- Elektrische Leitungsverlegung,UA01,UA01 -- Kabelbäume,4978.351172,3792.189195,3025.551162,2632.761226,14428.85275
JJK Berlin,U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB01,UB01 -- Hochspannungskabel,5061.215328,4299.3586,3189.794079,3317.619538,15867.98755
JJK Berlin,U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB02,UB02 -- Hochspannungsstecker Kabelendverschluß,4456.193165,4729.357918,3611.760831,2889.859096,15687.17101
JJK Berlin,U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB03,UB03 -- Übergangskabel (außer Hochspannung),4662.925088,3934.704376,2877.90425,3787.824366,15263.35808
JJK Berlin,U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB04,UB04 -- Klemmleisten + div. Teile,3674.752408,5198.30236,3415.588324,2931.054182,15219.69727
JJK Berlin,U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB05,UB05 -- Motorkabel,4804.826156,4854.131704,2903.822188,3591.208221,16153.98827
JJK Berlin,U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB06,UB06 -- Erdungsseile vorkonvektioniert,5190.14399,4223.451208,2825.534313,3701.954781,15941.08429
JJK Berlin,U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB07,UB07 -- Kabel (Meterware),4944.01307,5136.222821,3496.118974,3126.983641,16703.33851
JJK Berlin,U,U -- elektrische Leitungsverlegung,UC,UC -- Bezeichnungs- und Anschlussmaterial,UC01,UC01 -- Bezeichnungs- und Anschlussmaterial,4755.243113,4768.404487,3357.114712,2576.184217,15456.94653
JJK Berlin,U,U -- elektrische Leitungsverlegung,UD,UD -- Verbindungsmaterial,UD01,UD01 -- Verbindungsmaterial,5499.269873,4683.006891,3495.818454,2655.988255,16334.08347
JJK Berlin,U,U -- elektrische Leitungsverlegung,UE,UE -- Durchführungen,UE01,UE01 -- Durchführungen,3856.424092,4922.097352,3582.864118,2501.894566,14863.28013
JJK Berlin,U,U -- elektrische Leitungsverlegung,UF,"UF -- Leitungskanäle, -rohre, -schläuche",UF01,"UF01 -- Leitungskanäle, -rohre, -schläuche",5597.426196,3824.611066,2532.384366,3524.849319,15479.27095
JJK Berlin,U,U -- elektrische Leitungsverlegung,UF,"UF -- Leitungskanäle, -rohre, -schläuche",UF02,"UF02 -- Schütze, Automaten, Sicherungen, el. Bauelemente",4343.764849,5041.497443,3196.267802,2457.435849,15038.96594
JJK Berlin,U,U -- elektrische Leitungsverlegung,UF,"UF -- Leitungskanäle, -rohre, -schläuche",UF03,UF03 -- Kabelkanal/Unterflurkanal,7112.547933,9902.155459,4934.370761,6960.192279,28909.26643
Dt8.16,B,B -- Fahrzeugkasten,BA,BA -- Fahrzeugkasten,BA01,BA01 -- Wagenkastenrohbau Stahl,4792.985754,5562.806422,4147.672502,2863.515546,17366.98022
Dt8.16,B,B -- Fahrzeugkasten,BA,BA -- Fahrzeugkasten,BA02,BA02 -- Wagenkastenrohbau Aluminium,5725.799058,4603.003643,2807.879878,3458.687569,16595.37015
Dt8.16,B,B -- Fahrzeugkasten,BB,BB -- Untergestell,BB01,BB01 -- Untergestell,5523.967587,4401.045121,3709.338434,2836.886934,16471.23808
Dt8.16,B,B -- Fahrzeugkasten,BC,BC -- Längswände,BC01,BC01 -- Längswände,4679.492573,5083.346077,3742.638144,2885.898705,16391.3755
Dt8.16,B,B -- Fahrzeugkasten,BD,BD -- Dach,BD01,BD01 -- Dach,4857.613813,3941.837185,3067.9824,3774.03706,15641.47046
Dt8.16,B,B -- Fahrzeugkasten,BE,BE -- Fahrzeugkopf,BE01,BE01 -- Bugmaske / Frontkabine / Fahrzeugkopf,5592.231426,4510.696655,3752.409093,2978.671132,16834.00831
Dt8.16,B,B -- Fahrzeugkasten,BE,BE -- Fahrzeugkopf,BE02,BE02 -- Crashelemente / Crashmodule,5024.805957,5044.960138,3846.814611,3545.418062,17461.99877
Dt8.16,B,B -- Fahrzeugkasten,BF,BF -- Stimwände,BF01,BF01 -- Stimwände,3699.498466,5057.421421,3163.460865,3661.252733,15581.63349
Dt8.16,B,B -- Fahrzeugkasten,BG,"BG -- Anschweißteile, Anbauteile",BG01,"BG01 -- Anschweißteile, Anbauteile",4122.767029,5800.805771,3694.545951,2882.29385,16500.4126
Dt8.16,B,B -- Fahrzeugkasten,BH,BH -- Zwischendecke,BH01,BH01 -- Zwischendecke,4512.510417,5337.771745,3884.534275,2817.637852,16552.45429
Dt8.16,B,B -- Fahrzeugkasten,BJ,BJ -- Zwischenwände,BJ01,BJ01 -- Zwischenwände,4526.325288,5610.168076,3403.171463,3349.640596,16889.30542
Dt8.16,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA01,CA01 -- Schließsystem,5284.664729,4083.769916,2992.052573,3367.614012,15728.10123
Dt8.16,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA02,CA02 -- Rollos,5270.922154,4677.468189,2859.816916,3493.956946,16302.16421
Dt8.16,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA03,CA03 -- Schottkasten & Schottbleche,5927.506278,4349.084305,3646.643855,2667.264419,16590.49886
Dt8.16,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA04,CA04 -- Steckerkiste,3927.497278,5028.616152,2579.906939,3820.124097,15356.14447
Dt8.16,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA05,CA05 -- Nutensteine spezial,5248.57816,3743.097315,3133.590965,3782.961493,15908.22793
Dt8.16,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA06,CA06 -- Schrauben und Normteile,5052.785796,4837.222239,3362.695894,3388.94577,16641.6497
Dt8.16,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA07,CA07 -- C-Schienen,4571.649574,4061.798272,4225.756435,3128.084753,15987.28904
Dt8.16,C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA08,"CA08 -- Befestigungskonsole, thermische Distanzhalter (Kunststoff)",4343.401247,4662.32339,4403.302385,3027.207363,16436.23438
Dt8.16,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB01,"CB01 -- Fenster Fahrerstand, Front & gerundete Eckeinheiten",4428.119357,5246.577237,4006.425629,2705.553895,16386.67612
Dt8.16,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB02,CB02 -- Seitenscheiben FGR,4422.725319,6000.872947,3354.606393,4079.335106,17857.53976
Dt8.16,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB03,CB03 -- Seitenscheiben FST,5230.825951,4496.53904,2772.1077,3748.748535,16248.22123
Dt8.16,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB04,CB04 -- GFK-Fensterprofile,4349.015781,5921.0611,3293.781227,3311.910734,16875.76884
Dt8.16,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB05,CB05 -- Kratzschutzfolie Fenster FGR,4593.501973,5761.269277,3413.641336,3173.577941,16941.99053
Dt8.16,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB06,CB06 -- Frontscheibe,3666.003548,5486.905045,3474.871175,3248.351704,15876.13147
Dt8.16,C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB07,CB07 -- Fenstergummi,5273.734212,3825.652865,3127.05663,3917.592787,16144.03649
Dt8.16,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC01,CC01 -- Fußbodenplatten FST (inkl. Heizung),4831.670426,4683.758532,3959.563691,3444.264274,16919.25692
Dt8.16,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC02,CC02 -- Fußbodenplatten FGR,5709.595491,4122.192052,3560.417894,2749.417131,16141.62257
Dt8.16,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC03,CC03 -- Fußbodenunterbau,4697.803759,5555.953142,4323.428591,2942.697617,17519.88311
Dt8.16,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC04,CC04 -- Fußbodenbelag,4303.066456,5348.812945,3912.450653,2693.535582,16257.86564
Dt8.16,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC05,CC05 -- Treppe / Doppelstock,5153.502693,4708.502844,2853.547065,3528.763787,16244.31639
Dt8.16,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC06,"CC06 -- Fußboden, Bodenprofil",5554.52998,4046.851194,3447.547007,3784.098427,16833.02661
Dt8.16,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC07,"CC07 -- Fußboden, Gummilager",4608.045374,5015.511967,2949.549246,3591.584175,16164.69076
Dt8.16,C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC08,"CC08 -- Fussboden, Gussteil",4292.903323,5023.123467,3147.20686,3207.962247,15671.1959
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD01,CD01 -- Innenverkleidung FST (GFK),5123.484137,5134.878915,4058.907618,3317.395122,17634.66579
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD02,CD02 -- Fahrerstandsverkleidung Blech,4521.28664,4469.374351,4239.592954,2856.735422,16086.98937
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD03,CD03 -- Seitenwandverkleidung FGR,5281.966203,4947.6673,3900.239686,3439.833856,17569.70705
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD04,CD04 -- Seitenwandverkleidung FGR (Fenster- und Heizungsverkleidung),4906.5183,4883.234536,3502.021135,3472.858924,16764.63289
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD05,CD05 -- Seitenwand + Heizungsverkleidungen,5128.024711,4394.15306,3466.132548,3687.025139,16675.33546
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD06,CD06 -- Türsäulen-/ Türvoutenverkleidung GFK,3925.723567,5296.753357,3081.874094,3734.087626,16038.43864
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD07,CD07 -- Türsäulen-/ Türvoutenverkleidung Blech,4013.953947,5646.014435,3520.250407,3394.059268,16574.27806
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD08,CD08 -- Treppenverkleidung,4860.530134,5315.398964,4010.008333,2704.814466,16890.7519
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD09,CD09 -- Loungeverkleidung,5721.693288,3919.609207,4273.772009,2928.813419,16843.88792
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD10,CD10 -- Übergangsverkleidung,4934.601795,5270.24058,3430.291882,2856.340011,16491.47427
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD11,CD11 -- Innendecke FGR (inkl. Luftkanäle / Stoffkanal PKO),5551.913018,3992.809455,3128.387256,3829.770607,16502.88034
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD12,CD12 -- Innendecke FST,4961.796106,4371.686183,3388.328908,3792.561899,16514.3731
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD13,CD13 -- Decke Treppenbereich,4400.352839,4226.271023,3463.923072,3150.178242,15240.72518
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD14,CD14 -- Decke Maschinenraum,4015.851553,5847.642463,3454.635138,3223.049032,16541.17819
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD15,CD15 -- Maschinenraum EMU - Einbaurahmen / Gerippe,3943.414421,5354.794003,3174.390115,4255.720893,16728.31943
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD16,CD16 -- Maschinenraumverkleidung,5038.513896,4067.143937,2836.127634,3857.211917,15798.99738
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD17,CD17 -- Maschinenraum EMU Brandschutz,5040.892772,3660.69164,3164.016063,4201.985226,16067.5857
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD18,CD18 -- Stirnwandverkleidung / Portalsäulenverkleidung (Übergangsverkleidung),5685.437959,4497.197052,3894.759291,3353.052989,17430.44729
Dt8.16,C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD19,CD19 -- Apparateraum nur Verkleidung (Rückwand FST),3900.681109,4852.903833,3077.746812,3729.973925,15561.30568
Dt8.16,C,C -- Fahrzeugausbau,CE,CE -- Trennwände,CE01,CE01 -- Glastrennwände,4240.540937,6130.058496,3309.499231,3999.317006,17679.41567
Dt8.16,C,C -- Fahrzeugausbau,CE,CE -- Trennwände,CE02,CE02 -- Fahrerraumtrennwand inkl. Tür (Maschinenraumtrennwand),5172.796241,3743.533631,3344.526784,3954.82221,16215.67887
Dt8.16,C,C -- Fahrzeugausbau,CE,CE -- Trennwände,CE03,CE03 -- Trennwände Apparateraum / HF,5557.828488,3918.019215,3386.122934,2908.738846,15770.70948
Dt8.16,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF01,CF01 -- Dachdeckel,5646.838985,4347.283049,3254.747677,3696.025265,16944.89498
Dt8.16,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF02,CF02 -- Dachblenden,4431.768554,5684.312603,3328.684263,4170.481019,17615.24644
Dt8.16,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF03,CF03 -- Außenklappen,4426.057462,4599.689202,4050.185673,2774.910591,15850.84293
Dt8.16,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF04,CF04 -- Frontschürzen / Frontspoiler,4233.081607,5166.832249,3733.209351,2908.249693,16041.3729
Dt8.16,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF05,CF05 -- Bahnräumer (inkl. Strebe und Konsole),5103.15816,3595.852945,3195.288073,3597.910726,15492.2099
Dt8.16,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF06,CF06 -- Übertritt Front,4832.136237,4098.719651,3786.613632,3734.43904,16451.90856
Dt8.16,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF07,CF07 -- Ballastgewicht,5804.159145,4618.564049,3867.639743,3341.558067,17631.921
Dt8.16,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF08,CF08 -- Seitenborde,4310.312055,5851.387583,3934.411988,3423.49588,17519.60751
Dt8.16,C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF09,CF09 -- Seitenschürzen,3830.624032,4866.020279,4131.058731,3182.19292,16009.89596
Dt8.16,C,C -- Fahrzeugausbau,CG,CG -- Fahrzeuglackierung,CG01,CG01 -- Fahrzeuglackierung,4987.027809,3610.761032,3349.637264,3818.402476,15765.82858
Dt8.16,C,C -- Fahrzeugausbau,CH,CH -- Isolierung,CH01,CH01 -- Isolierung,3596.876907,5147.88398,3031.271591,3529.639463,15305.67194
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DA,DA -- Fahrzeuginneneinrichtung,DA01,DA01 -- Fahrzeuginneneinrichtung,5399.180217,4417.744924,3576.857814,3726.379725,17120.16268
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DA,DA -- Fahrzeuginneneinrichtung,DA02,DA02 -- Dachentwässerung,5349.11173,4332.667177,4293.637117,2914.484262,16889.90029
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DB,"DB -- Haltestangen, Griffe (Innenbereich)",DB01,"DB01 -- Haltestangen, Griffe (Innenbereich) - Rohre",4902.953528,4943.200765,3795.477631,3307.037059,16948.66898
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DB,"DB -- Haltestangen, Griffe (Innenbereich)",DB02,"DB02 -- Haltestangen, Griffe (Innenbereich) - Gussteile",5050.396512,3513.979386,2978.563018,4189.86342,15732.80234
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC01,DC01 -- Sitze FGR,4680.021783,5338.163574,3570.298203,3079.881239,16668.3648
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC02,DC02 -- Fahrgastsitze fest (gegebenenfalls inkl. Cantilever),5044.448991,3834.185107,3558.553987,3621.172063,16058.36015
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC03,DC03 -- Sitzlounge inkl. Sitzkiste,4346.571715,4295.477638,3607.475507,3751.675826,16001.20069
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC04,DC04 -- Fahrersitz incl. Podest,5092.737021,4057.696253,3037.187935,4413.338774,16600.95998
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC05,DC05 -- Fahrlehrersitz / Beimannsitz,4270.228196,5668.30199,2871.302205,3352.772149,16162.60454
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC06,DC06 -- Tische,3976.745056,5403.452902,3294.329358,3881.457182,16555.9845
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC07,DC07 -- Fahrgastklappsitze,4537.764764,5756.898307,2797.045585,4059.15089,17150.85955
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC08,DC08 -- Sitzkisten,3547.770441,5233.255469,3169.192897,3274.372669,15224.59148
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD01,DD01 -- WC-Zelle,3806.62333,4839.125733,3373.760745,3084.693363,15104.20317
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD02,DD02 -- WC-Leitungen,4771.706419,5664.393447,2770.674649,3969.918435,17176.69295
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD03,DD03 -- Universal-WC mit Tank,5022.512187,4171.182395,3832.166372,3615.869086,16641.73004
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD04,DD04 -- Standard-WC mit Tank,4670.04883,5184.234712,3460.785382,3701.384252,17016.45318
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DE,DE -- Gepäckablagen,DE01,DE01 -- Gepäckablagen,3970.349766,4810.25848,2882.866574,3545.291946,15208.76677
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DE,DE -- Gepäckablagen,DE02,DE02 -- Gepäckregale,5077.600504,4497.458476,3630.580374,3828.159828,17033.79918
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF01,"DF01 -- Ausrüstung Fahrgastraum (Feuerlöscher, Werkzeug,€¦)",4496.843988,4787.192245,2703.367892,3695.804888,15683.20901
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF02,DF02 -- Seitenwandtisch,3812.654077,5369.915325,2905.716701,3486.06983,15574.35593
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF03,DF03 -- Abfallbehälter incl. Anbauteile,4326.408488,4997.564115,3831.376864,2791.025117,15946.37458
Dt8.16,D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF04,DF04 -- Sonderausbauten Innenbereich,3671.194829,5148.055818,3530.685687,3145.39708,15495.33341
Dt8.16,E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA01,EA01 -- Fahrwerk,5159.082892,5099.110111,3507.252233,3319.007966,17084.4532
Dt8.16,E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA02,EA02 -- Messgeräte (SIFA - T D),4876.882554,4238.044752,3417.437498,3666.916005,16199.28081
Dt8.16,E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA03,EA03 -- Lauffahrwerk / Laufdrehgestell,3727.567646,5527.550479,4361.792579,3013.163813,16630.07452
Dt8.16,E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA04,EA04 -- Triebfahrwerk / Motordrehgestell (inkl. Fahrmotor und Getriebe),5085.690536,4948.849771,2858.790609,3421.74802,16315.07894
Dt8.16,E,E -- Fahrwerk,EB,EB -- tragende Strukturen,EB01,EB01 -- Fahrwerk-/ Drehgestellrahmen,4030.325997,5238.281595,3410.724866,2959.053386,15638.38584
Dt8.16,E,E -- Fahrwerk,EB,EB -- tragende Strukturen,EB02,EB02 -- Wiege / Traverse,5000.059741,3927.035735,2981.846708,4310.320371,16219.26256
Dt8.16,E,E -- Fahrwerk,EC,EC -- Radsystem,EC01,EC01 -- Radsystem,4590.4697,4645.715964,3967.785489,3010.700122,16214.67127
Dt8.16,E,E -- Fahrwerk,EC,EC -- Radsystem,EC02,EC02 -- Radsatzlager inkl. Gehäuse,4457.99711,5570.302069,3605.933705,2613.188903,16247.42179
Dt8.16,E,E -- Fahrwerk,EC,EC -- Radsystem,EC03,EC03 -- Messradsatz,3807.323252,5311.831729,3391.899278,3989.834725,16500.88898
Dt8.16,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED01,ED01 -- Zusatzluftvolumen,4096.103558,5683.011763,2884.063743,3445.544456,16108.72352
Dt8.16,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED02,ED02 -- Federn,5346.952258,3934.455673,3142.107545,3063.376304,15486.89178
Dt8.16,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED03,ED03 -- Dämpfer,3983.324819,4647.13705,2829.175756,3562.982832,15022.62046
Dt8.16,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED04,ED04 -- Primärfedersystem,4247.469802,5581.644969,3873.083376,2760.723331,16462.92148
Dt8.16,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED05,ED05 -- Primärfeder (Aluminiumtöpfe),4885.114351,5382.865724,4084.990274,3327.63779,17680.60814
Dt8.16,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED06,ED06 -- Sekundärfedersystem,5353.202453,3847.860066,2689.58267,3751.571512,15642.2167
Dt8.16,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED07,ED07 -- Wankstütze,5133.871386,4842.287555,3771.551582,2695.391587,16443.10211
Dt8.16,E,E -- Fahrwerk,EE,EE -- Lenkungssysteme (aktiv),EE01,EE01 -- Lenkungssysteme (aktiv),4104.163815,5398.328619,2873.231652,3619.030642,15994.75473
Dt8.16,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF01,EF01 -- Mitnehmerzapfen,4265.292872,5677.876617,4215.092389,2874.63217,17032.89405
Dt8.16,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF02,EF02 -- Anlenkung,3969.981543,5394.352424,3715.036888,2780.085908,15859.45676
Dt8.16,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF03,EF03 -- Mitnehmerzapfen (Sphärogussteil) ,4435.55045,5701.029666,3833.029273,2673.716548,16643.32594
